index,Reaction,Ground turth,LocalMapper,RXNMapper,GraphMapper,LocalMapper_Conf,RXNMapper_Conf,GraphMapper_Conf,Source
10,C=CC(C)=O.C=CCCCC>>CCCCC=CC(C)=O,[CH3:1][C:2](=[O:3])[CH:4]=[CH2:5].[CH3:6][CH2:7][CH2:8][CH2:9][CH:10]=[CH2:11]>>[CH3:1][C:2](=[O:3])[CH:4]=[CH:10][CH2:9][CH2:8][CH2:7][CH3:6],[CH3:1][C:2](=[O:3])[CH:4]=C.[CH3:6][CH2:7][CH2:8][CH2:9][CH:10]=C>>[CH3:1][C:2](=[O:3])[CH:4]=[CH:10][CH2:9][CH2:8][CH2:7][CH3:6],[CH2:5]=[CH:6][C:7]([CH3:8])=[O:9].C=C[CH2:4][CH2:3][CH2:2][CH3:1]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH:5]=[CH:6][C:7]([CH3:8])=[O:9],[CH2:7]([CH2:8][CH2:9][CH:10]=[CH2:11])[CH3:6].[CH3:1][C:2](=[O:3])[CH:4]=[CH2:5]>>[CH2:7]([CH2:8][CH2:9][CH:10]=[CH:11][C:2]([CH3:1])=[O:3])[CH3:6],True,0.8906458918400625,0,golden
11,CCOC(=O)CCN(C)C(=O)c1ccc(NC(c2oc3ccc(F)cc3c2C)C(CC)CC)cc1.O>>CCC(CC)C(Nc1ccc(C(=O)N(C)CCC(=O)O)cc1)c1oc2ccc(F)cc2c1C,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][CH2:8][N:9]([CH3:10])[C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([NH:17][CH:18]([CH:19]([CH2:20][CH3:21])[CH2:22][CH3:23])[c:24]2[o:25][c:26]3[cH:27][cH:28][c:29]([F:30])[cH:31][c:32]3[c:33]2[CH3:34])[cH:35][cH:36]1.[OH2:1]>>[OH:1][C:5](=[O:6])[CH2:7][CH2:8][N:9]([CH3:10])[C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([NH:17][CH:18]([CH:19]([CH2:20][CH3:21])[CH2:22][CH3:23])[c:24]2[o:25][c:26]3[cH:27][cH:28][c:29]([F:30])[cH:31][c:32]3[c:33]2[CH3:34])[cH:35][cH:36]1,CCO[C:5](=[O:6])[CH2:7][CH2:8][N:9]([CH3:10])[C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([NH:17][CH:18]([CH:19]([CH2:20][CH3:21])[CH2:22][CH3:23])[c:24]2[o:25][c:26]3[cH:27][cH:28][c:29]([F:30])[cH:31][c:32]3[c:33]2[CH3:34])[cH:35][cH:36]1.[OH2:1]>>[OH:1][C:5](=[O:6])[CH2:7][CH2:8][N:9]([CH3:10])[C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([NH:17][CH:18]([CH:19]([CH2:20][CH3:21])[CH2:22][CH3:23])[c:24]2[o:25][c:26]3[cH:27][cH:28][c:29]([F:30])[cH:31][c:32]3[c:33]2[CH3:34])[cH:35][cH:36]1,CC[O:20][C:18]([CH2:17][CH2:16][N:14]([C:12]([c:11]1[cH:10][cH:9][c:8]([NH:7][CH:6]([CH:3]([CH2:2][CH3:1])[CH2:4][CH3:5])[c:23]2[o:24][c:25]3[cH:26][cH:27][c:28]([F:29])[cH:30][c:31]3[c:32]2[CH3:33])[cH:22][cH:21]1)=[O:13])[CH3:15])=[O:19].O>>[CH3:1][CH2:2][CH:3]([CH2:4][CH3:5])[CH:6]([NH:7][c:8]1[cH:9][cH:10][c:11]([C:12](=[O:13])[N:14]([CH3:15])[CH2:16][CH2:17][C:18](=[O:19])[OH:20])[cH:21][cH:22]1)[c:23]1[o:24][c:25]2[cH:26][cH:27][c:28]([F:29])[cH:30][c:31]2[c:32]1[CH3:33],[CH3:20][CH2:19][CH:18]([CH2:21][CH3:22])[CH:17]([NH:16][c:15]1[cH:34][cH:35][c:12]([cH:13][cH:14]1)[C:10]([N:8]([CH2:7][CH2:6][C:4]([O:3][CH2:2][CH3:1])=[O:5])[CH3:9])=[O:11])[c:23]2[o:24][c:25]3[c:31]([cH:30][c:28]([F:29])[cH:27][cH:26]3)[c:32]2[CH3:33].[OH2:36]>>[CH3:20][CH2:19][CH:18]([CH2:21][CH3:22])[CH:17]([NH:16][c:15]1[cH:34][cH:35][c:12]([cH:13][cH:14]1)[C:10]([N:8]([CH3:9])[CH2:7][CH2:6][C:4](=[O:5])[OH:36])=[O:11])[c:23]2[o:24][c:25]3[c:31]([cH:30][c:28]([F:29])[cH:27][cH:26]3)[c:32]2[CH3:33],True,0.5253457306322762,0,golden
12,CC=C(C=CC=O)c1ccccc1.O=C1Nc2ccccc2C1=CC(F)(F)F>>CC12C(c3ccccc3)=CC(C1O)C(C(F)(F)F)C21C(=O)Nc2ccccc21,[CH3:16][CH:17]=[C:18]([CH:19]=[CH:20][CH:21]=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[F:1][C:2]([F:3])([F:4])[CH:5]=[C:6]1[C:7](=[O:8])[NH:9][c:10]2[c:11]1[cH:12][cH:13][cH:14][cH:15]2>>[F:1][C:2]([F:3])([F:4])[CH:5]1[C:6]2([C:7](=[O:8])[NH:9][c:10]3[c:11]2[cH:12][cH:13][cH:14][cH:15]3)[C:17]2([CH3:16])[C:18]([c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)=[CH:19][CH:20]1[CH:21]2[OH:22],[CH3:16][CH:17]=[C:18]([CH:19]=[CH:20][CH:21]=[O:22])[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[F:1][C:2]([F:3])([F:4])[CH:5]=[C:6]1[C:7](=[O:8])[NH:9][c:10]2[c:11]1[cH:12][cH:13][cH:14][cH:15]2>>[F:1][C:2]([F:3])([F:4])[CH:5]1[C:6]2([C:7](=[O:8])[NH:9][c:10]3[c:11]2[cH:12][cH:13][cH:14][cH:15]3)[C:17]2([CH3:16])[C:18]([c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)=[CH:19][CH:20]1[CH:21]2[OH:22],[CH3:1][CH:2]=[C:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH:10]=[CH:11][CH:12]=[O:13].[CH:14]([C:15]([F:16])([F:17])[F:18])=[C:19]1[C:20](=[O:21])[NH:22][c:23]2[cH:24][cH:25][cH:26][cH:27][c:28]21>>[CH3:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)=[CH:10][CH:11]([CH:12]1[OH:13])[CH:14]([C:15]([F:16])([F:17])[F:18])[C:19]21[C:20](=[O:21])[NH:22][c:23]2[cH:24][cH:25][cH:26][cH:27][c:28]21,[F:26][C:25]([F:27])([F:28])[CH:24]=[C:23]1[C:15]([NH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]12)=[O:14].[cH:9]1[cH:10][cH:11][cH:12][cH:13][c:8]1[C:3]([CH:4]=[CH:5][CH:6]=[O:7])=[CH:2][CH3:1]>>[F:26][C:25]([F:27])([F:28])[CH:24]1[CH:5]2[CH:6]([C:2]([C:3](=[CH:4]2)[c:8]3[cH:9][cH:10][cH:11][cH:12][cH:13]3)([CH3:1])[C:23]14[c:22]5[cH:21][cH:20][cH:19][cH:18][c:17]5[NH:16][C:15]4=[O:14])[OH:7],False,0.3881722302021463,0,golden
13,C1CCNCC1.S=C1OC(CCl)CS1>>O=C(SCC1CS1)N1CCCCC1,[CH2:1]1[CH2:2][CH2:3][NH:4][CH2:5][CH2:6]1.[Cl:7][CH2:8][CH:9]1[CH2:10][S:11][C:12](=[S:13])[O:14]1>>[CH2:1]1[CH2:2][CH2:3][N:4]([C:12]([S:13][CH2:8][CH:9]2[CH2:10][S:11]2)=[O:14])[CH2:5][CH2:6]1,[CH2:1]1[CH2:2][CH2:3][NH:4][CH2:5][CH2:6]1.Cl[CH2:8][CH:9]1[CH2:10][S:11][C:12](=[S:13])[O:14]1>>[CH2:1]1[CH2:2][CH2:3][N:4]([C:12]([S:13][CH2:8][CH:9]2[CH2:10][S:11]2)=[O:14])[CH2:5][CH2:6]1,[NH:8]1[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1.Cl[CH2:4][CH:5]1[O:1][C:2](=[S:3])[S:7][CH2:6]1>>[O:1]=[C:2]([S:3][CH2:4][CH:5]1[CH2:6][S:7]1)[N:8]1[CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1,[CH2:3]1[CH2:2][CH2:1][CH2:6][CH2:5][NH:4]1.[CH:10]1([CH2:13][S:14][C:8](=[S:7])[O:9]1)[CH2:11][Cl:12]>>[CH2:3]1[CH2:2][CH2:1][CH2:6][CH2:5][N:4]1[C:8](=[O:9])[S:14][CH2:13][CH:10]2[CH2:11][S:7]2,False,0.5643125560364425,0,golden
14,Nc1cc([N+](=O)[O-])ccc1F.O=C1CCCC(=O)O1>>O=C(O)CCCC(=O)Nc1cc([N+](=O)[O-])ccc1F,[NH2:1][c:2]1[cH:3][c:4]([N+:9]([O-:10])=[O:11])[cH:5][cH:6][c:7]1[F:8].[O:12]=[C:13]1[CH2:14][CH2:15][CH2:16][C:17](=[O:18])[O:19]1>>[NH:1]([c:2]1[cH:3][c:4]([N+:9]([O-:10])=[O:11])[cH:5][cH:6][c:7]1[F:8])[C:13](=[O:12])[CH2:14][CH2:15][CH2:16][C:17](=[O:18])[OH:19],[NH2:1][c:2]1[cH:3][c:4]([N+:9]([O-:10])=[O:11])[cH:5][cH:6][c:7]1[F:8].[O:18]=[C:17]1[CH2:16][CH2:15][CH2:14][C:13](=[O:12])[O:19]1>>[NH:1]([c:2]1[cH:3][c:4]([N+:9]([O-:10])=[O:11])[cH:5][cH:6][c:7]1[F:8])[C:13](=[O:12])[CH2:14][CH2:15][CH2:16][C:17](=[O:18])[OH:19],[NH2:9][c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[F:19].[O:1]=[C:2]1[O:3][C:7](=[O:8])[CH2:6][CH2:5][CH2:4]1>>[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][CH2:6][C:7](=[O:8])[NH:9][c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17][c:18]1[F:19],[CH2:14]1[C:13](=[O:12])[O:19][C:17]([CH2:16][CH2:15]1)=[O:18].[NH2:1][c:2]1[cH:3][c:4]([cH:8][cH:9][c:10]1[F:11])[N+:5]([O-:7])=[O:6]>>[cH:8]1[c:4]([N+:5]([O-:6])=[O:7])[cH:3][c:2]([NH:1][C:17]([CH2:16][CH2:15][CH2:14][C:13](=[O:12])[OH:19])=[O:18])[c:10]([F:11])[cH:9]1,True,0.5519269292657134,0,golden
15,C=CCOC(C(=O)OCC)P(=O)(OCC)OCC.O.O=Cc1ccccc1>>C=CCC(C(=O)C(=O)O)c1ccccc1,[CH2:1]([O:16][CH:13]([C:11]([O:10][CH2:15][CH3:2])=[O:12])[P:19](=[O:20])([O:21][CH2:22][CH3:23])[O:24][CH2:25][CH3:26])[CH:17]=[CH2:18].[CH:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)=[O:14].[OH2:27]>>[CH2:1]=[CH:17][CH2:18][CH:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[C:13]([C:11](=[O:12])[OH:27])=[O:16],[CH2:1]([O:16][CH:13]([C:11](OCC)=[O:12])P(=O)(OCC)OCC)[CH:17]=[CH2:18].[CH:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)=O.[OH2:27]>>[CH2:1]=[CH:17][CH2:18][CH:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[C:13]([C:11](=[O:12])[OH:27])=[O:16],CCOP(=O)(OCC)[CH:5]([O:6][CH2:3][CH:2]=[CH2:1])[C:7](=[O:8])[O:9]CC.O.O=[CH:4][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[CH2:1]=[CH:2][CH2:3][CH:4]([C:5](=[O:6])[C:7](=[O:8])[OH:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1,[CH2:14]([CH3:15])[O:13][P:11]([O:16][CH2:17][CH3:18])(=[O:12])[CH:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])[O:7][CH2:8][CH:9]=[CH2:10].[OH2:19].[cH:23]1[cH:24][cH:25][cH:26][cH:27][c:22]1[CH:21]=[O:20]>>[cH:24]1[cH:23][c:22]([cH:27][cH:26][cH:25]1)[CH:21]([CH2:8][CH:9]=[CH2:10])[C:6]([C:4]([OH:3])=[O:5])=[O:7],False,0.5721949007165279,0,golden
16,CCCCC(=O)O.CCCCC=O.NCc1ccccc1.[C-]#[N+]c1cccc(Br)n1>>CCCCC(=O)N(Cc1ccccc1)C(CCCC)C(=O)Nc1cccc(Br)n1,[Br:8][c:9]1[n:10][c:11]([N+:15]#[C-:16])[cH:12][cH:13][cH:14]1.[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[OH:7].[CH3:25][CH2:26][CH2:27][CH2:28][CH:29]=[O:30].[NH2:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1>>[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[N:17]([CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[CH:29]([C:16](=[O:7])[NH:15][c:11]1[n:10][c:9]([Br:8])[cH:14][cH:13][cH:12]1)[CH2:28][CH2:27][CH2:26][CH3:25],[Br:8][c:9]1[n:10][c:11]([N+:15]#[C-:16])[cH:12][cH:13][cH:14]1.[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])O.[CH3:25][CH2:26][CH2:27][CH2:28][CH:29]=[O:7].[NH2:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1>>[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[N:17]([CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[CH:29]([C:16](=[O:7])[NH:15][c:11]1[n:10][c:9]([Br:8])[cH:14][cH:13][cH:12]1)[CH2:28][CH2:27][CH2:26][CH3:25],O[C:5]([CH2:4][CH2:3][CH2:2][CH3:1])=[O:6].[CH:15]([CH2:16][CH2:17][CH2:18][CH3:19])=[O:21].[NH2:7][CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1.[C-:20]#[N+:22][c:23]1[cH:24][cH:25][cH:26][c:27]([Br:28])[n:29]1>>[CH3:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[N:7]([CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[CH:15]([CH2:16][CH2:17][CH2:18][CH3:19])[C:20](=[O:21])[NH:22][c:23]1[cH:24][cH:25][cH:26][c:27]([Br:28])[n:29]1,[C-:22]#[N+:23][c:24]1[n:30][c:28]([cH:27][cH:26][cH:25]1)[Br:29].[CH2:2]([CH2:3][CH2:4][C:5](=[O:7])[OH:6])[CH3:1].[CH2:9]([CH2:10][CH2:11][CH:12]=[O:13])[CH3:8].[cH:18]1[cH:17][c:16]([cH:21][cH:20][cH:19]1)[CH2:15][NH2:14]>>[cH:18]1[cH:17][c:16]([cH:21][cH:20][cH:19]1)[CH2:15][N:14]([C:5](=[O:7])[CH2:4][CH2:3][CH2:2][CH3:1])[CH:12]([CH2:11][CH2:10][CH2:9][CH3:8])[C:22]([NH:23][c:24]2[n:30][c:28]([cH:27][cH:26][cH:25]2)[Br:29])=[O:6],False,0.5625446966656151,0,golden
17,CCOC(=O)C(=O)c1ccc(Br)s1.O>>O=C(O)C(=O)c1ccc(Br)s1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([Br:13])[s:14]1.[OH2:1]>>[OH:1][C:5](=[O:6])[C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([Br:13])[s:14]1,CCO[C:5](=[O:6])[C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([Br:13])[s:14]1.[OH2:1]>>[OH:1][C:5](=[O:6])[C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([Br:13])[s:14]1,CC[O:3][C:2](=[O:1])[C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([Br:10])[s:11]1.O>>[O:1]=[C:2]([OH:3])[C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9]([Br:10])[s:11]1,[OH2:14].[c:11]1([Br:12])[cH:10][cH:9][c:8]([C:6]([C:4]([O:3][CH2:2][CH3:1])=[O:5])=[O:7])[s:13]1>>[c:11]1([Br:12])[cH:10][cH:9][c:8]([C:6](=[O:7])[C:4]([OH:14])=[O:5])[s:13]1,True,0.9792947462242994,0,golden
18,CC#CC(CCCCC)OC(=O)Cc1cn(C)c2ccccc12>>CCCCCC=C1C2N(C)c3ccccc3C23CC(=O)OC13C,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]([O:7][C:8](=[O:9])[CH2:10][c:11]1[cH:12][n:13]([CH3:14])[c:15]2[c:16]1[cH:17][cH:18][cH:19][cH:20]2)[C:21]#[C:22][CH3:23]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:22]=[C:21]1[C:6]2([CH3:23])[O:9][C:8](=[O:7])[CH2:10][C:11]23[CH:12]1[N:13]([CH3:14])[c:15]1[c:16]3[cH:17][cH:18][cH:19][cH:20]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]([O:9][C:8](=[O:7])[CH2:10][c:11]1[cH:12][n:13]([CH3:14])[c:15]2[c:16]1[cH:17][cH:18][cH:19][cH:20]2)[C:21]#[C:22][CH3:23]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:22]=[C:21]1[C:6]2([CH3:23])[O:9][C:8](=[O:7])[CH2:10][C:11]23[CH:12]1[N:13]([CH3:14])[c:15]1[c:16]3[cH:17][cH:18][cH:19][cH:20]1,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:23][CH:22]([C:7]#[C:6][CH3:5])[O:21][C:19]([CH2:18][c:17]1[cH:8][n:9]([CH3:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21)=[O:20]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]=[C:7]1[CH:8]2[N:9]([CH3:10])[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[C:17]23[CH2:18][C:19](=[O:20])[O:21][C:22]13[CH3:23],[CH:6]([C:7]#[C:8][CH3:9])([CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[O:10][C:11]([CH2:13][c:14]1[cH:15][n:16]([c:18]2[c:23]1[cH:22][cH:21][cH:20][cH:19]2)[CH3:17])=[O:12]>>[C:11]1(=[O:12])[O:10][C:8]2([CH3:9])[C:14]3([c:23]4[cH:22][cH:21][cH:20][cH:19][c:18]4[N:16]([CH:15]3[C:7]2=[CH:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[CH3:17])[CH2:13]1,False,0.8958813816653756,0,golden
19,CC(=O)O.O=C1C=C2OCC2(O)CC2CCCN12>>CC(=O)OCC12CC3CCCN3C1=CC(=O)O2,[CH3:1][C:2]([OH:3])=[O:4].[OH:5][C:6]12[CH2:7][O:8][C:9]1=[CH:10][C:11](=[O:12])[N:13]1[CH2:14][CH2:15][CH2:16][CH:17]1[CH2:18]2>>[CH3:1][C:2]([O:3][CH2:7][C:6]12[O:5][C:11](=[O:12])[CH:10]=[C:9]1[N:13]1[CH2:14][CH2:15][CH2:16][CH:17]1[CH2:18]2)=[O:4],[CH3:1][C:2]([OH:3])=[O:4].[OH:5][C:6]12[CH2:7]O[C:9]1=[CH:10][C:11](=[O:12])[N:13]1[CH2:14][CH2:15][CH2:16][CH:17]1[CH2:18]2>>[CH3:1][C:2]([O:3][CH2:7][C:6]12[O:5][C:11](=[O:12])[CH:10]=[C:9]1[N:13]1[CH2:14][CH2:15][CH2:16][CH:17]1[CH2:18]2)=[O:4],[CH3:1][C:2](=[O:3])[OH:4].O1[CH2:5][C:6]2([OH:17])[CH2:7][CH:8]3[CH2:9][CH2:10][CH2:11][N:12]3[C:15](=[O:16])[CH:14]=[C:13]12>>[CH3:1][C:2](=[O:3])[O:4][CH2:5][C:6]12[CH2:7][CH:8]3[CH2:9][CH2:10][CH2:11][N:12]3[C:13]1=[CH:14][C:15](=[O:16])[O:17]2,[C:2]([CH3:1])(=[O:4])[OH:3].[O:8]1[C:9]=2[C:6]([OH:5])([CH2:18][CH:17]3[N:13]([CH2:14][CH2:15][CH2:16]3)[C:11]([CH:10]=2)=[O:12])[CH2:7]1>>[CH2:15]1[CH2:14][N:13]2[CH:17]([CH2:16]1)[CH2:18][C:6]3([O:5][C:11]([CH:10]=[C:9]23)=[O:12])[CH2:7][O:8][C:2]([CH3:1])=[O:4],False,0.8552936621925532,0,golden
20,C=C1OC(OC)CC2OC(=O)CC12.O>>O=C1CC2C(=O)CC(O)CC2O1,[CH3:1][O:2][CH:3]1[CH2:4][CH:5]2[O:6][C:7](=[O:8])[CH2:9][CH:10]2[C:11](=[CH2:12])[O:13]1.[OH2:14]>>[CH:3]1([OH:13])[CH2:4][CH:5]2[O:6][C:7](=[O:8])[CH2:9][CH:10]2[C:11](=[O:14])[CH2:12]1,CO[CH:3]1[CH2:4][CH:5]2[O:6][C:7](=[O:8])[CH2:9][CH:10]2[C:11](=[CH2:12])[O:14]1.[OH2:13]>>[CH:3]1([OH:13])[CH2:4][CH:5]2[O:6][C:7](=[O:8])[CH2:9][CH:10]2[C:11](=[O:14])[CH2:12]1,C[O:9][CH:8]1[O:6][C:5](=[CH2:7])[CH:4]2[CH2:3][C:2](=[O:1])[O:12][CH:11]2[CH2:10]1.O>>[O:1]=[C:2]1[CH2:3][CH:4]2[C:5](=[O:6])[CH2:7][CH:8]([OH:9])[CH2:10][CH:11]2[O:12]1,[CH:10]12[CH:5]([O:6][C:7](=[O:8])[CH2:9]1)[CH2:4][CH:3]([O:2][CH3:1])[O:13][C:11]2=[CH2:12].[OH2:14]>>[C:7]1(=[O:8])[O:6][CH:5]2[CH2:4][CH:3]([OH:13])[CH2:12][C:11](=[O:14])[CH:10]2[CH2:9]1,False,0.8831549865829842,0,golden
21,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2ccn(Cc3cccc(C(=O)O)c3)n2)cc1Cl.O=C(Cl)C(=O)Cl>>CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2ccn(Cc3cccc(C(=O)Cl)c3)n2)cc1Cl,[Cl:1][c:2]1[cH:3][c:4]([CH:12]([C:13](=[O:14])[NH:15][c:16]2[n:17][n:18]([CH2:21][c:22]3[cH:23][c:24]([C:25]([OH:26])=[O:27])[cH:28][cH:29][cH:30]3)[cH:19][cH:20]2)[CH2:31][CH:32]2[CH2:33][CH2:34][CH2:35][CH2:36]2)[cH:5][cH:6][c:7]1[S:8](=[O:9])(=[O:10])[CH3:11].[Cl:37][C:38]([C:39]([Cl:40])=[O:41])=[O:42]>>[Cl:1][c:2]1[cH:3][c:4]([CH:12]([C:13](=[O:14])[NH:15][c:16]2[n:17][n:18]([CH2:21][c:22]3[cH:23][c:24]([C:25](=[O:27])[Cl:37])[cH:28][cH:29][cH:30]3)[cH:19][cH:20]2)[CH2:31][CH:32]2[CH2:33][CH2:34][CH2:35][CH2:36]2)[cH:5][cH:6][c:7]1[S:8](=[O:9])(=[O:10])[CH3:11],[Cl:1][c:2]1[cH:3][c:4]([CH:12]([C:13](=[O:14])[NH:15][c:16]2[n:17][n:18]([CH2:21][c:22]3[cH:23][c:24]([C:25](O)=[O:27])[cH:28][cH:29][cH:30]3)[cH:19][cH:20]2)[CH2:31][CH:32]2[CH2:33][CH2:34][CH2:35][CH2:36]2)[cH:5][cH:6][c:7]1[S:8](=[O:9])(=[O:10])[CH3:11].[Cl:37]C(C(Cl)=O)=O>>[Cl:1][c:2]1[cH:3][c:4]([CH:12]([C:13](=[O:14])[NH:15][c:16]2[n:17][n:18]([CH2:21][c:22]3[cH:23][c:24]([C:25](=[O:27])[Cl:37])[cH:28][cH:29][cH:30]3)[cH:19][cH:20]2)[CH2:31][CH:32]2[CH2:33][CH2:34][CH2:35][CH2:36]2)[cH:5][cH:6][c:7]1[S:8](=[O:9])(=[O:10])[CH3:11],O[C:29]([c:28]1[cH:27][cH:26][cH:25][c:24]([CH2:23][n:22]2[cH:21][cH:20][c:19]([NH:18][C:16]([CH:9]([c:8]3[cH:7][cH:6][c:5]([S:2]([CH3:1])(=[O:3])=[O:4])[c:35]([Cl:36])[cH:34]3)[CH2:10][CH:11]3[CH2:12][CH2:13][CH2:14][CH2:15]3)=[O:17])[n:33]2)[cH:32]1)=[O:30].O=C(Cl)C(=O)[Cl:31]>>[CH3:1][S:2](=[O:3])(=[O:4])[c:5]1[cH:6][cH:7][c:8]([CH:9]([CH2:10][CH:11]2[CH2:12][CH2:13][CH2:14][CH2:15]2)[C:16](=[O:17])[NH:18][c:19]2[cH:20][cH:21][n:22]([CH2:23][c:24]3[cH:25][cH:26][cH:27][c:28]([C:29](=[O:30])[Cl:31])[cH:32]3)[n:33]2)[cH:34][c:35]1[Cl:36],[CH2:13]1[CH2:14][CH2:15][CH:11]([CH2:12]1)[CH2:10][CH:9]([c:8]2[cH:34][c:35]([Cl:36])[c:5]([S:2](=[O:3])(=[O:4])[CH3:1])[cH:6][cH:7]2)[C:16](=[O:17])[NH:18][c:19]3[cH:20][cH:21][n:22]([CH2:23][c:24]4[cH:32][c:28]([cH:27][cH:26][cH:25]4)[C:29](=[O:31])[OH:30])[n:33]3.[O:37]=[C:38]([C:40](=[O:41])[Cl:42])[Cl:39]>>[CH2:13]1[CH2:14][CH2:15][CH:11]([CH2:12]1)[CH2:10][CH:9]([c:8]2[cH:34][c:35]([Cl:36])[c:5]([S:2](=[O:3])(=[O:4])[CH3:1])[cH:6][cH:7]2)[C:16](=[O:17])[NH:18][c:19]3[cH:20][cH:21][n:22]([n:33]3)[CH2:23][c:24]4[cH:25][cH:26][cH:27][c:28]([C:29](=[O:31])[Cl:42])[cH:32]4,True,0.39473784509377,0,golden
22,CC#N.CCOC(=O)c1cccnc1>>N#CCC(=O)c1cccnc1,[C:1]([c:2]1[cH:3][n:4][cH:5][cH:6][cH:7]1)([O:9][CH2:8][CH3:10])=[O:11].[CH3:12][C:13]#[N:14]>>[C:1]([c:2]1[cH:3][n:4][cH:5][cH:6][cH:7]1)(=[O:11])[CH2:12][C:13]#[N:14],[C:1]([c:2]1[cH:3][n:4][cH:5][cH:6][cH:7]1)(OCC)=[O:11].[CH3:12][C:13]#[N:14]>>[C:1]([c:2]1[cH:3][n:4][cH:5][cH:6][cH:7]1)(=[O:11])[CH2:12][C:13]#[N:14],[N:1]#[C:2][CH3:3].CCO[C:4](=[O:5])[c:6]1[cH:7][cH:8][cH:9][n:10][cH:11]1>>[N:1]#[C:2][CH2:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][cH:9][n:10][cH:11]1,[CH3:1][C:2]#[N:3].[cH:11]1[cH:12][n:13][cH:14][c:9]([C:7](=[O:8])[O:6][CH2:5][CH3:4])[cH:10]1>>[cH:11]1[cH:12][n:13][cH:14][c:9]([C:7](=[O:8])[CH2:1][C:2]#[N:3])[cH:10]1,True,0.9877900500137352,0,golden
