reaction,mapped_reaction
NC1=CC=CC2=C1C(N)=CC=C2.SC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5.CC(C)([Si](C)(OCCl)C)C>>CC(C)([Si](C)(OCSC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C)C.[NH3+]C1=CC=CC2=C1C(N)=CC=C2.[Cl-],[#7:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6]-2=[#6:7]-1-[#6:8](-[#7:9])=[#6:10]-[#6:11]=[#6:12]-2.[#16:13][C:14]([#6:15]-1=[#6:16]-[#6:17]=[#6:18]-[#6:19]=[#6:20]-1)([#6:21]-1=[#6:22]-[#6:23]=[#6:24]-[#6:25]=[#6:26]-1)[#6:27]-1=[#6:28]-[#6:29]=[#6:30]-[#6:31]=[#6:32]-1.[#6:33][C:34]([#6:35])([#6:42])[Si:36]([#6:37])([#6:41])[#8:38]-[#6:39][Cl:40]>>[#6:42][C:34]([#6:35])([#6:33])[Si:36]([#6:37])([#6:41])[#8:38]-[#6:39]-[#16:13][C:14]([#6:27]-1=[#6:32]-[#6:31]=[#6:30]-[#6:29]=[#6:28]-1)([#6:21]-1=[#6:26]-[#6:25]=[#6:24]-[#6:23]=[#6:22]-1)[#6:15]-1=[#6:20]-[#6:19]=[#6:18]-[#6:17]=[#6:16]-1.[#7:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6]-2=[#6:7]-1-[#6:8](-[#7+:9])=[#6:10]-[#6:11]=[#6:12]-2.[Cl-:40]
CC1=CC=CC(C)=N1.CC(C)([Si](C)(OCCl)C)C.CCCCCCCCCCCCS>>CCCCCCCCCCCCSCO[Si](C)(C(C)(C)C)C.CC2=[NH+]C(C)=CC=C2.[Cl-],[#6:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6](-[#6:7])=[#7:8]-1.[#6:9][C:10]([#6:11])([#6:18])[Si:12]([#6:13])([#6:17])[#8:14]-[#6:15][Cl:16].[#6:19]-[#6:20]-[#6:21]-[#6:22]-[#6:23]-[#6:24]-[#6:25]-[#6:26]-[#6:27]-[#6:28]-[#6:29]-[#6:30]-[#16:31]>>[#6:19]-[#6:20]-[#6:21]-[#6:22]-[#6:23]-[#6:24]-[#6:25]-[#6:26]-[#6:27]-[#6:28]-[#6:29]-[#6:30]-[#16:31]-[#6:15]-[#8:14][Si:12]([#6:17])([#6:13])[C:10]([#6:11])([#6:9])[#6:18].[#6:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6](-[#6:7])=[#7+:8]-1.[Cl-:16]
NC(N)=S.CC(CCl)=O.[OH-]>>CC1=CSC(N)=N1.[Cl-].O.O,[#7:1]-[#6:2](-[#7:3])=[S:4].[#6:5]-[#6:6](=[O:9])-[#6:7][Cl:8].[#8-:10]>>[#6:5]-[#6:6]-1=[#6:7]-[#16:4]-[#6:2](-[#7:1])=[#7:3]-1.[Cl-:8].[#8:9].[#8:10]
O=C(OCC)/C=C/C1=CC=CC=C1.BrBr>>O=C(OCC)C(Br)C(Br)C2=CC=CC=C2,[#6:5]-[#6:4]-[#8:3]-[#6:2](=[O:1])\[#6:6]=[#6:7]\[#6:8]-1=[#6:9]-[#6:10]=[#6:11]-[#6:12]=[#6:13]1.[Br:14][Br:15]>>[#6:5]-[#6:4]-[#8:3]-[#6:2](=[O:1])-[#6:6]([Br:15])-[#6:7]([Br:14])-[#6:8]-1=[#6:9]-[#6:10]=[#6:11]-[#6:12]=[#6:13]-1
ON=O.CC1=C(N)C=CC(N(=O)=O)=C1>>O=N(C2=CC3=C(NN=C3)C=C2)=O.O.O,[#8:1]-[#7:2]=[O:3].[#6:4]-[#6:5]-1=[#6:6](-[#7:7])-[#6:8]=[#6:9]-[#6:10](=[#6:14]-1)[N:11](=[O:12])=[O:13]>>[O:13]=[N:11](=[O:12])[#6:10]-1=[#6:14]-[#6:5]-2=[#6:6](-[#7:7]-[#7:2]=[#6:4]-2)-[#6:8]=[#6:9]-1.[#8:3].[#8:1]
NC(CO)C1=CC=CC=C1.ClS(Cl)=O>>[NH3+]C(CCl)C2=CC=CC=C2.O=S=O.[Cl-],[NH2:1][CH:2]([CH2:3][OH:4])[C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1.[Cl:11][S:12]([Cl:13])=[O:14]>>[NH3+:1][CH:2]([CH2:3][Cl:11])[C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1.[O:4]=[S:12]=[O:14].[Cl-:13]
CC(OC(C)(C)C)=O.ClC1=C(C=CC(C#N)=C1)OC2=C(C=CC=C2)Br.O>>CC(C)(C)NC(C3=CC(Cl)=C(C=C3)OC4=C(C=CC=C4)Br)=O.CC(O)=O,[CH3:1][C:2](=[O:8])[O:3][C:4]([CH3:5])([CH3:6])[CH3:7].[Cl:9][C:10]1=[C:11]([O:18][C:19]2=[C:20]([Br:25])[CH:21]=[CH:22][CH:23]=[CH:24]2)[CH:12]=[CH:13][C:14](=[CH:17]1)[C:15]#[N:16].[OH2:26]>>[CH3:7][C:4]([CH3:6])([CH3:5])[NH:16][C:15](=[O:26])[C:14]1=[CH:17][C:10]([Cl:9])=[C:11]([O:18][C:19]2=[C:20]([Br:25])[CH:21]=[CH:22][CH:23]=[CH:24]2)[CH:12]=[CH:13]1.[CH3:1][C:2]([OH:3])=[O:8]
CC(OC(C)(C)C)=O.N#CCCC1=CC=CC=C1.O>>CC(O)=O.CC(C)(NC(CCC2=CC=CC=C2)=O)C,[CH3:1][C:2](=[O:8])[O:3][C:4]([CH3:5])([CH3:6])[CH3:7].[N:9]#[C:10][CH2:11][CH2:12][C:13]1=[CH:14][CH:15]=[CH:16][CH:17]=[CH:18]1.[OH2:19]>>[CH3:1][C:2]([OH:3])=[O:8].[CH3:7][C:4]([CH3:6])([CH3:5])[NH:9][C:10](=[O:19])[CH2:11][CH2:12][C:13]1=[CH:14][CH:15]=[CH:16][CH:17]=[CH:18]1
CC(OC(C)(C)C)=O.CC(NC1=CC=C(C#N)C=C1)=O.O>>CC(NC2=CC=C(C(NC(C)(C)C)=O)C=C2)=O.CC(O)=O,[CH3:1][C:2](=[O:8])[O:3][C:4]([CH3:5])([CH3:6])[CH3:7].[CH3:9][C:10](=[O:20])[NH:11][C:12]1=[CH:13][CH:14]=[C:15]([CH:18]=[CH:19]1)[C:16]#[N:17].[OH2:21]>>[CH3:9][C:10](=[O:20])[NH:11][C:12]1=[CH:13][CH:14]=[C:15]([CH:18]=[CH:19]1)[C:16](=[O:21])[NH:17][C:4]([CH3:7])([CH3:6])[CH3:5].[CH3:1][C:2]([OH:3])=[O:8]
[O-]C([O-])=O.CCCCCC(NC1=CC=CC=C1Br)=O>>CCCCCC2=NC3=C(C=CC=C3)O2.OC([O-])=O.[Br-],[#8-:1]-[#6:2](-[#8-:3])=[O:4].[#6:5]-[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10](=[O:19])-[#7:11]-[#6:12]-1=[#6:13]-[#6:14]=[#6:15]-[#6:16]=[#6:17]-1[Br:18]>>[#6:5]-[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]-1=[#7:11]-[#6:12]-2=[#6:17](-[#8:19]-1)-[#6:16]=[#6:15]-[#6:14]=[#6:13]-2.[#8:3]-[#6:2](-[#8-:1])=[O:4].[Br-:18]
O=C1OC(C=C1)=O.NC2=CC=CC=C2>>OC(/C=C\C(NC3=CC=CC=C3)=O)=O,[O:1]=[#6:2]-1-[#8:3]-[#6:4](=[O:7])-[#6:5]=[#6:6]-1.[#7:8]-[#6:9]-1=[#6:10]-[#6:11]=[#6:12]-[#6:13]=[#6:14]-1>>[#8:3]-[#6:4](=[O:7])\[#6:5]=[#6:6]/[#6:2](=[O:1])-[#7:8]-[#6:9]-1=[#6:10]-[#6:11]=[#6:12]-[#6:13]=[#6:14]-1
O=C(OC(C)=O)C.OC(/C=C\C(NC1=CC=CC=C1)=O)=O>>O=C2N(C3=CC=CC=C3)C(C=C2)=O.O=C(O)C.O=C(O)C,[#6:5]-[#6:4](=[O:6])-[#8:3]-[#6:2](-[#6:7])=[O:1].[#8:8]-[#6:9](=[O:21])\[#6:10]=[#6:11]/[#6:12](=[O:20])-[#7:13]-[#6:14]-1=[#6:15]-[#6:16]=[#6:17]-[#6:18]=[#6:19]-1>>[O:20]=[#6:12]-1-[#6:11]=[#6:10]-[#6:9](=[O:21])-[#7:13]-1-[#6:14]-1=[#6:15]-[#6:16]=[#6:17]-[#6:18]=[#6:19]-1.[#6:7]-[#6:2](-[#8:8])=[O:1].[#6:5]-[#6:4](-[#8:3])=[O:6]
CC1=CC=CC(C)=N1.SCCCSC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.CC(C)([Si](C)(OCCl)C)C>>CC(C)([Si](C)(OCSCCCSC(C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)C)C.CC8=[NH+]C(C)=CC=C8.[Cl-],[#6:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6](-[#6:7])=[#7:8]-1.[#16:9]-[#6:10]-[#6:11]-[#6:12]-[#16:13][C:14]([#6:15]-1=[#6:16]-[#6:17]=[#6:18]-[#6:19]=[#6:20]-1)([#6:21]-1=[#6:22]-[#6:23]=[#6:24]-[#6:25]=[#6:26]-1)[#6:27]-1=[#6:28]-[#6:29]=[#6:30]-[#6:31]=[#6:32]-1.[#6:33][C:34]([#6:35])([#6:42])[Si:36]([#6:37])([#6:41])[#8:38]-[#6:39][Cl:40]>>[#6:35][C:34]([#6:33])([#6:42])[Si:36]([#6:41])([#6:37])[#8:38]-[#6:39]-[#16:9]-[#6:10]-[#6:11]-[#6:12]-[#16:13][C:14]([#6:27]-1=[#6:32]-[#6:31]=[#6:30]-[#6:29]=[#6:28]-1)([#6:21]-1=[#6:26]-[#6:25]=[#6:24]-[#6:23]=[#6:22]-1)[#6:15]-1=[#6:20]-[#6:19]=[#6:18]-[#6:17]=[#6:16]-1.[#6:1]-[#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6](-[#6:7])=[#7+:8]-1.[Cl-:40]
CC(C)([O-])C.CC(C)([Si](C)(OCCl)C)C.OCCS>>CC(C)([Si](C)(OCSCCO)C)C.CC(C)(O)C.[Cl-],[#6:1][C:2]([#6:3])([#6:5])[#8-:4].[#6:6][C:7]([#6:8])([#6:15])[Si:9]([#6:10])([#6:14])[#8:11]-[#6:12][Cl:13].[#8:16]-[#6:17]-[#6:18]-[#16:19]>>[#6:15][C:7]([#6:8])([#6:6])[Si:9]([#6:10])([#6:14])[#8:11]-[#6:12]-[#16:19]-[#6:18]-[#6:17]-[#8:16].[#6:3][C:2]([#6:1])([#6:5])[#8:4].[Cl-:13]
ClS(Cl)=O.CS(=O)(O)=O>>CS(=O)(Cl)=O.O=S=O.[H]Cl,[CH3:1][S:2](=[O:3])(=[O:3])[OH:5].[O:6]=[S:7]([Cl:8])[Cl:9]>>[CH3:1][S:2](=[O:3])(=[O:3])[Cl:8].[O:6]=[S:7]=[O:5].[ClH:9]
CC(=C)C(C)=C.O=C1C=CC(=O)C2=C1C=CC=C2>>[H][C@@]12CC(C)=C(C)C[C@]1([H])C(=O)C1=CC=CC=C1C2=O,[#6:1]-[#6:2](=[#6:3])-[#6:4](-[#6:5])=[#6:6].[O:7]=[#6:8]-1-[#6:9]=[#6:10]-[#6:11](=[O:12])-[#6:13]-2=[#6:14]-1-[#6:15]=[#6:16]-[#6:17]=[#6:18]-2>>[#6:1]-[#6:2]-1=[#6:4](-[#6:5])-[#6:6]-[#6@@H:10]-2-[#6@H:9](-[#6:3]-1)-[#6:8](=[O:7])-[#6:14]-1=[#6:15]-[#6:16]=[#6:17]-[#6:18]=[#6:13]-1-[#6:11]-2=[O:12]
O=C(C)CC(OC)OC.CNC>>O=C(C)/C=C/N(C)C.OC.OC,[#6:7]-[#8:6]-[#6:5](-[#6:4]-[#6:2](-[#6:3])=[O:1])-[#8:8]-[#6:9].[#6:10]-[#7:11]-[#6:12]>>[#6:12]-[#7:11](-[#6:10])\[#6:5]=[#6:4]\[#6:2](-[#6:3])=[O:1].[#6:9]-[#8:8].[#6:7]-[#8:6]
N#CCC1=CC(OC)=C(OC)C=C1.CNC>>N=C(N(C)C)CC2=CC(OC)=C(OC)C=C2,[#6:11]-[#8:10]-[#6:9]-1=[#6:6](-[#8:7]-[#6:8])-[#6:5]=[#6:4](-[#6:3][C:2]#[N:1])-[#6:13]=[#6:12]-1.[#6:14]-[#7:15]-[#6:16]>>[#6:11]-[#8:10]-[#6:9]-1=[#6:6](-[#8:7]-[#6:8])-[#6:5]=[#6:4](-[#6:3]-[#6:2](=[#7:1])-[#7:15](-[#6:16])-[#6:14])-[#6:13]=[#6:12]-1
CC(C)[N-]C(C)C.CCCCCCCCCC(OCC)=O.Cl[Si](C1=CC=CC=C1)(C)C2=CC=CC=C2>>CC(C)NC(C)C.CCCCCCCCC([Si](C3=CC=CC=C3)(C)C4=CC=CC=C4)C(OCC)=O.[Cl-],[#6:1]-[#6:2](-[#6:3])-[#7-:4]-[#6:5](-[#6:6])-[#6:7].[#6:8]-[#6:9]-[#6:10]-[#6:11]-[#6:12]-[#6:13]-[#6:14]-[#6:15]-[#6:16]-[#6:17](=[O:21])-[#8:18]-[#6:19]-[#6:20].[#6:30][Si:23]([Cl:22])([#6:24]-1=[#6:25]-[#6:26]=[#6:27]-[#6:28]=[#6:29]-1)[#6:31]-1=[#6:32]-[#6:33]=[#6:34]-[#6:35]=[#6:36]-1>>[#6:7]-[#6:5](-[#6:6])-[#7:4]-[#6:2](-[#6:3])-[#6:1].[#6:8]-[#6:9]-[#6:10]-[#6:11]-[#6:12]-[#6:13]-[#6:14]-[#6:15]-[#6:16](-[#6:17](=[O:21])-[#8:18]-[#6:19]-[#6:20])[Si:23]([#6:30])([#6:24]-1=[#6:25]-[#6:26]=[#6:27]-[#6:28]=[#6:29]-1)[#6:31]-1=[#6:32]-[#6:33]=[#6:34]-[#6:35]=[#6:36]-1.[Cl-:22]
OC1=C(C2=C(C=CC=C3)C3=CC=C2O)C4=C(C=CC=C4)C=C1.ClP(Cl)Cl.C5(C=CC=C6)=C6C=CC(C=CC=C7)=C7[N-]5>>C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OP(N5C6=C(C=CC=C6)C=CC7=C5C=CC=C7)O8)=C8C=C1.Cl.Cl.[Cl-],[#8:14]-[#6:13]-1=[#6:12]-[#6:11]=[#6:10]-2-[#6:9]=[#6:8]-[#6:7]=[#6:6]-[#6:5]-2=[#6:4]-1-[#6:3]-1=[#6:2](-[#8:1])-[#6:22]=[#6:21]-[#6:16]-2=[#6:15]-1-[#6:20]=[#6:19]-[#6:18]=[#6:17]-2.[Cl:23][#15:24]([Cl:25])[Cl:26].[#7-:41]-1-[#6:27]-2=[#6:32](-[#6:31]=[#6:30]-[#6:29]=[#6:28]-2)-[#6:33]=[#6:34]-[#6:35]-2=[#6:40]-1-[#6:39]=[#6:38]-[#6:37]=[#6:36]-2>>[#8:14]-1-[#15:24](-[#8:1]-[#6:2]-2=[#6:3](-[#6:15]-3=[#6:16](-[#6:17]=[#6:18]-[#6:19]=[#6:20]-3)-[#6:21]=[#6:22]-2)-[#6:4]-2=[#6:5]-3-[#6:6]=[#6:7]-[#6:8]=[#6:9]-[#6:10]-3=[#6:11]-[#6:12]=[#6:13]-1-2)-[#7:41]-1-[#6:27]-2=[#6:32](-[#6:31]=[#6:30]-[#6:29]=[#6:28]-2)-[#6:33]=[#6:34]-[#6:35]-2=[#6:40]-1-[#6:39]=[#6:38]-[#6:37]=[#6:36]-2.[Cl:23].[Cl:25].[Cl-:26]
F/C(F)=C(CCCC)\C1=CC=CC=C1NS(C2=CC=C(C)C=C2)(=O)=O.[H-]>>FC3=C(CCCC)C4=CC=CC=C4N3S(C5=CC=C(C)C=C5)(=O)=O.[H][H].[F-],[#6:8]-[#6:7]-[#6:6]-[#6:5]\[#6:4](=[#6:2](\[F:1])[F:3])-[#6:9]-1=[#6:10]-[#6:11]=[#6:12]-[#6:13]=[#6:14]-1-[#7:15][S:16](=[O:24])(=[O:25])[#6:17]-1=[#6:18]-[#6:19]=[#6:20](-[#6:21])-[#6:22]=[#6:23]-1>>[#6:8]-[#6:7]-[#6:6]-[#6:5]-[#6:4]-1=[#6:2]([F:1])-[#7:15](-[#6:14]-2=[#6:13]-[#6:12]=[#6:11]-[#6:10]=[#6:9]-1-2)[S:16](=[O:25])(=[O:24])[#6:17]-1=[#6:18]-[#6:19]=[#6:20](-[#6:21])-[#6:22]=[#6:23]-1.[F-:3]
BrBr.CC12C(C)(O2)CC=CC1>>CC34C(C)(O4)CC(Br)C(Br)C3,[Br:1][Br:2].[#6:3][C:4]12[#6:11]-[#6:10]=[#6:9]-[#6:8][C:5]1([#6:6])[#8:7]2>>[#6:6][C:5]12[#6:8]-[#6:9]([Br:2])-[#6:10]([Br:1])-[#6:11][C:4]1([#6:3])[#8:7]2
CN.ClC1=CC=C(CC(O)=O)C=C1.ClS(Cl)=O>>ClC2=CC=C(CC(NC)=O)C=C2.O=S=O.[H]Cl.[H]Cl,[#6:1]-[#7:2].[#8:10]-[#6:9](=[O:11])-[#6:8]-[#6:7]-1=[#6:6]-[#6:5]=[#6:4]([Cl:3])-[#6:13]=[#6:12]-1.[Cl:14][S:15]([Cl:16])=[O:17]>>[#6:1]-[#7:2]-[#6:9](=[O:11])-[#6:8]-[#6:7]-1=[#6:12]-[#6:13]=[#6:4]([Cl:3])-[#6:5]=[#6:6]-1.[O:17]=[S:15]=[O:10].[Cl:14].[Cl:16]
CCCC(CCC=C(C)C)(C=O)C1=C(Br)C=CC=C1>>CCCC1(CCC=C(C)C)C(=O)C2=CC=CC=C12.Br,[#6:1]-[#6:2]-[#6:3][C:4]([#6:5]-[#6:6]\[#6:7]=[#6:8](\[#6:9])-[#6:10])([#6:11]=[O:12])[#6:13]-1=[#6:14]([Br:15])-[#6:16]=[#6:17]-[#6:18]=[#6:19]-1>>[#6:1]-[#6:2]-[#6:3][C:4]1([#6:5]-[#6:6]\[#6:7]=[#6:8](\[#6:10])-[#6:9])[#6:11](=[O:12])-[#6:14]-2=[#6:16]-[#6:17]=[#6:18]-[#6:19]=[#6:13]1-2.[Br:15]
NC1=C(I)C=CC=C1.COC2OC(OC)CC2>>IC3=CC=CC=C3N4C=CC=C4.CO.CO.O,[#7:1]-[#6:2]-1=[#6:3]([I:4])-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[#6:9]-[#8:10]-[#6:11]-1-[#6:17]-[#6:16]-[#6:13](-[#8:14]-[#6:15])-[#8:12]-1>>[I:4][#6:3]-1=[#6:5]-[#6:6]=[#6:7]-[#6:8]=[#6:2]-1-[#7:1]-1-[#6:13]=[#6:16]-[#6:17]=[#6:11]-1.[#6:15]-[#8:14].[#6:9]-[#8:10].[#8:12]
IC1=CC=CC=C1N2C=CC=C2.C#CC>>CC#CC3=CC=CC=C3N4C=CC=C4.I,[I:1][#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6]=[#6:7]-1-[#7:8]-1-[#6:9]=[#6:10]-[#6:11]=[#6:12]-1.[#6:15][C:14]#[C:13]>>[#6:15][C:14]#[C:13][#6:2]-1=[#6:3]-[#6:4]=[#6:5]-[#6:6]=[#6:7]-1-[#7:8]-1-[#6:9]=[#6:10]-[#6:11]=[#6:12]-1.[I:1]
CC(OC(N1CCCCC1)=O)(C)C.BrC2=CC(OC)=CC=C2>>COC3=CC=CC(C4CN(C(OC(C)(C)C)=O)CCC4)=C3.Br,[#6:1][C:2]([#6:12])([#6:13])[#8:3]-[#6:4](=[O:11])-[#7:5]-1-[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]-1.[#6:19]-[#8:18]-[#6:17]-1=[#6:20]-[#6:21]=[#6:22]-[#6:15]([Br:14])=[#6:16]-1>>[#6:19]-[#8:18]-[#6:17]-1=[#6:20]-[#6:21]=[#6:22]-[#6:15](=[#6:16]-1)-[#6:7]-1-[#6:8]-[#6:9]-[#6:10]-[#7:5](-[#6:6]-1)-[#6:4](=[O:11])-[#8:3][C:2]([#6:12])([#6:1])[#6:13].[Br:14]
C#C[Si](C)(C)C.C=CC(CC)=O>>O=C(CC)CCC#C[Si](C)(C)C,[#6:4][Si:3]([#6:5])([#6:6])[C:2]#[C:1].[#6:11]-[#6:10]-[#6:9](=[O:12])-[#6:8]=[#6:7]>>[#6:11]-[#6:10]-[#6:9](=[O:12])-[#6:8]-[#6:7][C:1]#[C:2][Si:3]([#6:6])([#6:5])[#6:4]
O=C(OC)C1=CC=CC=C1.CCCCCCN>>O=C(NCCCCCC)C2=CC=CC=C2.OC,[#6:4]-[#8:3]-[#6:2](=[O:1])-[#6:5]-1=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]-1.[#6:11]-[#6:12]-[#6:13]-[#6:14]-[#6:15]-[#6:16]-[#7:17]>>[#6:11]-[#6:12]-[#6:13]-[#6:14]-[#6:15]-[#6:16]-[#7:17]-[#6:2](=[O:1])-[#6:5]-1=[#6:6]-[#6:7]=[#6:8]-[#6:9]=[#6:10]-1.[#6:4]-[#8:3]
NCC1=CC=CC=C1.O=C(OC)[C@H](CC(C)C)NC(OC(C)(C)C)=O>>O=C(NCC2=CC=CC=C2)[C@H](CC(C)C)NC(OC(C)(C)C)=O.CO,[#7:1]-[#6:2]-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[#6:12]-[#8:11]-[#6:10](=[O:9])-[#6@H:13](-[#6:14]-[#6:15](-[#6:16])-[#6:17])-[#7:18]-[#6:19](=[O:25])-[#8:20][C:21]([#6:22])([#6:23])[#6:24]>>[#6:16]-[#6:15](-[#6:17])-[#6:14]-[#6@H:13](-[#7:18]-[#6:19](=[O:25])-[#8:20][C:21]([#6:23])([#6:22])[#6:24])-[#6:10](=[O:9])-[#7:1]-[#6:2]-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[#6:12]-[#8:11]
O=C(O)C1=CC2=CC=CC=C2C=C1O.CI.CI>>O=C(OC)C3=CC4=CC=CC=C4C=C3OC.I.I,[#8:3]-[#6:2](=[O:1])-[#6:4]-1=[#6:5]-[#6:6]-2=[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#6:11]-2-[#6:12]=[#6:13]-1-[#8:14].[#6:15][I:16].[#6:17][I:18]>>[#6:17]-[#8:3]-[#6:2](=[O:1])-[#6:4]-1=[#6:5]-[#6:6]-2=[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#6:11]-2-[#6:12]=[#6:13]-1-[#8:14]-[#6:15].[I:18].[I:16]
C[C@H](N)[C@H](O)C1=CC=CC=C1.BrCCCCBr>>C[C@H](N2CCCC2)[C@H](O)C3=CC=CC=C3.Br.Br,[#6:1]-[#6@H:2](-[#7:3])-[#6@H:4](-[#8:5])-[#6:6]-1=[#6:7]-[#6:8]=[#6:9]-[#6:10]=[#6:11]-1.[Br:12][#6:13]-[#6:14]-[#6:15]-[#6:16][Br:17]>>[#6:1]-[#6@@H:2](-[#6@H:4](-[#8:5])-[#6:6]-1=[#6:11]-[#6:10]=[#6:9]-[#6:8]=[#6:7]-1)-[#7:3]-1-[#6:16]-[#6:15]-[#6:14]-[#6:13]-1.[Br:17].[Br:12]
C1=CC=CC1.C2C=C2>>C34C=CC(C5C4C5)C3,[#6:5]-1-[#6:1]=[#6:2]-[#6:3]=[#6:4]-1.[#6:6]-1-[#6:7]=[#6:8]-1>>[#6:6]-1-[#6:8]-2-[#6:7]-1-[#6:1]-1-[#6:5]-[#6:4]-2-[#6:3]=[#6:2]-1
O=CC1=CC=CC=C1.NC2=CC=C(OC)C=C2>>COC3=CC=C(/N=C/C4=CC=CC=C4)C=C3.O,[O:1]=[#6:2]-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[#6:15]-[#8:14]-[#6:13]-1=[#6:12]-[#6:11]=[#6:10](-[#7:9])-[#6:17]=[#6:16]-1>>[#6:15]-[#8:14]-[#6:13]-1=[#6:16]-[#6:17]=[#6:10](-[#6:11]=[#6:12]-1)\[#7:9]=[#6:2]\[#6:3]-1=[#6:8]-[#6:7]=[#6:6]-[#6:5]=[#6:4]1.[#8:1]
CSC1=CC=CC=C1.OO>>CS(C2=CC=CC=C2)=O.O,[#6:1]-[#16:2]-[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[#8:9]-[#8:10]>>[#6:1][S:2](=[O:9])[#6:3]-1=[#6:4]-[#6:5]=[#6:6]-[#6:7]=[#6:8]-1.[#8:10]
C[C@H](N)C1=CC=CC=C1.BrCC#N>>C[C@H](NCC#N)C2=CC=CC=C2.Br,[#6:1]-[#6@H:2](-[#7:3])-[#6:4]-1=[#6:5]-[#6:6]=[#6:7]-[#6:8]=[#6:9]-1.[Br:10][#6:11][C:12]#[N:13]>>[#6:1]-[#6@H:2](-[#7:3]-[#6:11][C:12]#[N:13])-[#6:4]-1=[#6:5]-[#6:6]=[#6:7]-[#6:8]=[#6:9]-1.[Br:10]
COC1=C(OC)C(C=CC=C2)=C2C3=C1C=CC=C3.CC(Cl)=O.CC(Cl)=O>>COC4=C(OC)C(C=CC(C(C)=O)=C5)=C5C6=C4C=CC(C(C)=O)=C6.Cl.Cl,[#6:1]-[#8:2]-[#6:3]-1=[#6:4](-[#8:5]-[#6:6])-[#6:7]-2=[#6:12](-[#6:11]=[#6:10]-[#6:9]=[#6:8]-2)-[#6:13]-2=[#6:14]-1-[#6:15]=[#6:16]-[#6:17]=[#6:18]-2.[#6:19]-[#6:20]([Cl:21])=[O:22].[#6:23]-[#6:24]([Cl:25])=[O:26]>>[#6:1]-[#8:2]-[#6:3]-1=[#6:4](-[#8:5]-[#6:6])-[#6:7]-2=[#6:12](-[#6:11]=[#6:10](-[#6:9]=[#6:8]-2)-[#6:24](-[#6:23])=[O:26])-[#6:13]-2=[#6:14]-1-[#6:15]=[#6:16]-[#6:17](=[#6:18]-2)-[#6:20](-[#6:19])=[O:22].[Cl:25].[Cl:21]
O=C1OC(C2CC=CCC21)=O.OCC.CCO>>O=C(OCC)C3C(C(OCC)=O)CC=CC3.O,[O:1]=[#6:2]-1-[#8:3]-[#6:4](=[O:11])-[#6:5]-2-[#6:6]-[#6:7]=[#6:8]-[#6:9]-[#6:10]-1-2.[#6:14]-[#6:13]-[#8:12].[#6:15]-[#6:16]-[#8:17]>>[#6:15]-[#6:16]-[#8:17]-[#6:4](=[O:11])-[#6:5]-1-[#6:6]-[#6:7]=[#6:8]-[#6:9]-[#6:10]-1-[#6:2](=[O:1])-[#8:12]-[#6:13]-[#6:14].[#8:3]
O=C(OCC)C1C(C(OCC)=O)CC=CC1.[H][H]>>O=C(OCC)C2C(C(OCC)=O)CCCC2,[#6:5]-[#6:4]-[#8:3]-[#6:2](=[O:1])-[#6:6]-1-[#6:16]-[#6:15]=[#6:14]-[#6:13]-[#6:7]-1-[#6:8](=[O:12])-[#8:9]-[#6:10]-[#6:11]>>[#6:5]-[#6:4]-[#8:3]-[#6:2](=[O:1])-[#6:6]-1-[#6:16]-[#6:15]-[#6:14]-[#6:13]-[#6:7]-1-[#6:8](=[O:12])-[#8:9]-[#6:10]-[#6:11]
