reaction,mapped_reaction
NS(=O)(=O)c1ccc(cc1)-n1nc(c(CBr)c1-c1ccccc1)C(F)(F)F.CS(C)=O>>NS(=O)(=O)c1ccc(cc1)-n1nc(c(C=O)c1-c1ccccc1)C(F)(F)F,[CH3:1][S:2]([CH3:3])=[O:4].[NH2:5][S:6](=[O:7])(=[O:8])[c:9]1[cH:10][cH:11][c:12]([cH:13][cH:14]1)-[n:15]1[n:16][c:17]([c:18]([CH2:19][Br:20])[c:21]1-[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)[C:28]([F:29])([F:30])[F:31]>>[NH2:5][S:6](=[O:7])(=[O:8])[c:9]1[cH:14][cH:13][c:12]([cH:11][cH:10]1)-[n:15]1[n:16][c:17]([c:18]([CH:19]=[O:4])[c:21]1-[c:22]1[cH:27][cH:26][cH:25][cH:24][cH:23]1)[C:28]([F:29])([F:30])[F:31].[Br:20].[C:3].[C:1].[S:2]
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC(O)=O.OCCNCCO>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC(=O)N(CCO)CCO,[CH3:8][C:9]([CH3:10])=[CH:11][CH2:12][CH2:13][C:14]([CH3:15])=[CH:16][CH2:17][CH2:18][C:19]([CH3:20])=[CH:21][CH2:22][CH2:23][C:24]([CH3:25])=[CH:26][C:27]([OH:28])=[O:29].[OH:1][CH2:2][CH2:3][NH:4][CH2:5][CH2:6][OH:7]>>[CH3:8][C:9]([CH3:10])=[CH:11][CH2:12][CH2:13][C:14]([CH3:15])=[CH:16][CH2:17][CH2:18][C:19]([CH3:20])=[CH:21][CH2:22][CH2:23][C:24]([CH3:25])=[CH:26][C:27](=[O:29])[N:4]([CH2:5][CH2:6][OH:7])[CH2:3][CH2:2][OH:1].[OH2:28]
COc1ccc(C(O)=O)c(O)c1.ClS(Cl)=O>>COc1ccc(C(Cl)=O)c(O)c1,[Cl:1][S:2]([Cl:3])=[O:4].[CH3:5][O:6][c:7]1[cH:8][cH:9][c:10]([C:11]([OH:12])=[O:13])[c:14]([OH:15])[cH:16]1>>[CH3:5][O:6][c:7]1[cH:8][cH:9][c:10]([C:11]([Cl:3])=[O:13])[c:14]([OH:15])[cH:16]1.[Cl:1].[O:12].[O:4].[S:2]
FCC1(CF)Oc2ccc(cc2C(Br)=C1)C(F)(F)F.CCN=C=S>>CCNC(=S)C1=CC(CF)(CF)Oc2ccc(cc12)C(F)(F)F,[CH3:1][CH2:2][N:3]=[C:4]=[S:5].[F:6][CH2:7][C:8]1([CH2:9][F:10])[O:11][c:12]2[cH:13][cH:14][c:15]([cH:16][c:17]2[C:18]([Br:19])=[CH:20]1)[C:21]([F:22])([F:23])[F:24]>>[CH3:1][CH2:2][NH:3][C:4](=[S:5])[C:18]1=[CH:20][C:8]([CH2:7][F:6])([CH2:9][F:10])[O:11][c:12]2[cH:13][cH:14][c:15]([cH:16][c:17]12)[C:21]([F:22])([F:23])[F:24].[Br:19]
Cc1cc2ccccc2n1C.S=C1NCCN1>>Cc1c(SC2=NCCN2)c2ccccc2n1C,[S:1]=[C:2]1[NH:3][CH2:4][CH2:5][NH:6]1.[CH3:7][c:8]1[cH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[n:16]1[CH3:17]>>[CH3:7][c:8]1[c:9]([S:1][C:2]2=[N:6][CH2:5][CH2:4][NH:3]2)[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[n:16]1[CH3:17]
COC(=O)C(Cc1ccc(Cl)c(Cl)c1)NC(=O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12.O>>OC(=O)C(Cc1ccc(Cl)c(Cl)c1)NC(=O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12,[CH3:2][O:3][C:4](=[O:5])[CH:6]([CH2:7][c:8]1[cH:9][cH:10][c:11]([Cl:12])[c:13]([Cl:14])[cH:15]1)[NH:16][C:17](=[O:18])[c:19]1[cH:20][cH:21][c:22]([Cl:23])[cH:24][c:25]1[NH:26][S:27](=[O:28])(=[O:29])[c:30]1[cH:31][cH:32][cH:33][c:34]2[n:35][s:36][n:37][c:38]12.[OH2:1]>>[OH:1][C:4](=[O:5])[CH:6]([CH2:7][c:8]1[cH:9][cH:10][c:11]([Cl:12])[c:13]([Cl:14])[cH:15]1)[NH:16][C:17](=[O:18])[c:19]1[cH:20][cH:21][c:22]([Cl:23])[cH:24][c:25]1[NH:26][S:27](=[O:29])(=[O:28])[c:30]1[cH:31][cH:32][cH:33][c:34]2[n:35][s:36][n:37][c:38]12.[CH3:2][OH:3]
CCC(=O)c1c(C)cc(N)cc1C.ClC(Cl)=O>>CCC(=O)c1c(C)cc(cc1C)N=C=O,[Cl:1][C:2]([Cl:3])=[O:4].[CH3:5][CH2:6][C:7](=[O:8])[c:9]1[c:10]([CH3:11])[cH:12][c:13]([NH2:14])[cH:15][c:16]1[CH3:17]>>[CH3:5][CH2:6][C:7](=[O:8])[c:9]1[c:16]([CH3:17])[cH:15][c:13]([cH:12][c:10]1[CH3:11])[N:14]=[C:2]=[O:4].[Cl:3].[Cl:1]
OB(O)c1ccc(cc1)C#N.CC1(C)CC(=O)c2ccc(OS(=O)(=O)C(F)(F)F)cc12>>CC1(C)CC(=O)c2ccc(cc12)-c1ccc(cc1)C#N,[CH3:1][C:2]1([CH3:3])[CH2:4][C:5](=[O:6])[c:7]2[cH:8][cH:9][c:10]([O:11][S:12](=[O:13])(=[O:14])[C:15]([F:16])([F:17])[F:18])[cH:19][c:20]12.[OH:21][B:22]([OH:23])[c:24]1[cH:25][cH:26][c:27]([cH:28][cH:29]1)[C:30]#[N:31]>>[CH3:3][C:2]1([CH3:1])[CH2:4][C:5](=[O:6])[c:7]2[cH:8][cH:9][c:10]([cH:19][c:20]12)-[c:24]1[cH:25][cH:26][c:27]([cH:28][cH:29]1)[C:30]#[N:31].[B:22].[C:15].[F:18].[F:16].[F:17].[O:23].[O:21].[O:11].[O:13].[O:14].[S:12]
CCOC(=O)Cc1csc(n1)-c1ccc(cc1C)C(CC)(CC)c1ccc(C=CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1.O>>CCC(CC)(c1ccc(C=CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1)c1ccc(-c2nc(CC(O)=O)cs2)c(C)c1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][s:10][c:11]([n:12]1)-[c:13]1[cH:14][cH:15][c:16]([cH:17][c:18]1[CH3:19])[C:20]([CH2:21][CH3:22])([CH2:23][CH3:24])[c:25]1[cH:26][cH:27][c:28]([CH:29]=[CH:30][C:31]([OH:32])([C:33]([F:34])([F:35])[F:36])[C:37]([F:38])([F:39])[F:40])[c:41]([CH3:42])[cH:43]1.[OH2:1]>>[CH3:24][CH2:23][C:20]([CH2:21][CH3:22])([c:25]1[cH:26][cH:27][c:28]([CH:29]=[CH:30][C:31]([OH:32])([C:33]([F:34])([F:35])[F:36])[C:37]([F:38])([F:39])[F:40])[c:41]([CH3:42])[cH:43]1)[c:16]1[cH:15][cH:14][c:13](-[c:11]2[n:12][c:8]([CH2:7][C:5]([OH:1])=[O:6])[cH:9][s:10]2)[c:18]([CH3:19])[cH:17]1.[CH3:2][CH2:3][OH:4]
[Cu]C#N.[O-]N=O.Cc1cc(=O)c2c(N)ccc(C)c2o1>>Cc1cc(=O)c2c(ccc(C)c2o1)C#N,[CH3:1][c:2]1[cH:3][c:4](=[O:5])[c:6]2[c:7]([NH2:8])[cH:9][cH:10][c:11]([CH3:12])[c:13]2[o:14]1.[O-:15][N:16]=[O:17].[Cu:18][C:19]#[N:20]>>[CH3:1][c:2]1[cH:3][c:4](=[O:5])[c:6]2[c:7]([cH:9][cH:10][c:11]([CH3:12])[c:13]2[o:14]1)[C:19]#[N:20].[Cu:18].[N:8].[N:16].[O:17].[O:15]
COC(=O)c1nn(CCN=[N+]=[N-])c(C(=O)OC)c1OCc1ccccc1>>COC(=O)c1nn2CCNC(=O)c2c1OCc1ccccc1,[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][n:7]([CH2:8][CH2:9][N:10]=[N+:11]=[N-:12])[c:13]([C:14](=[O:15])[O:16][CH3:17])[c:18]1[O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][n:7]2[CH2:8][CH2:9][NH:10][C:17](=[O:16])[c:13]2[c:18]1[O:19][CH2:20][c:21]1[cH:26][cH:25][cH:24][cH:23][cH:22]1.[C:14].[N:11].[N:12].[O:15]
CC(C)(C)OC(=O)NCc1ccc(CN)cc1.OC(=O)c1cccnc1Oc1ccc(F)cc1>>CC(C)(C)OC(=O)NCc1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1,[CH3:26][O:25][C:23](=[O:24])[c:8]1[n:7][n:6]([CH2:5][CH2:4][N:1]=[N+:13]=[N-:14])[c:10]([C:11](=[O:12])[O:2][CH3:3])[c:9]1[O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[CH3:26][O:25][C:23](=[O:24])[c:8]1[n:7][n:6]2[CH2:5][CH2:4][NH:1][C:11](=[O:12])[c:10]2[c:9]1[O:15][CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1
OCc1ccc2C(OCc2c1)c1ccc(F)cc1.BrS(Br)=O>>Fc1ccc(cc1)C1OCc2cc(CBr)ccc12,[OH:18][C:19](=[O:20])[c:21]1[cH:22][cH:23][cH:24][n:25][c:26]1[O:27][c:28]1[cH:29][cH:30][c:31]([F:32])[cH:33][cH:34]1.[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([CH2:14][NH2:15])[cH:16][cH:17]1>>[CH3:1][C:2]([CH3:4])([CH3:3])[O:5][C:6](=[O:7])[NH:8][CH2:9][c:10]1[cH:11][cH:12][c:13]([CH2:14][NH:15][C:19](=[O:20])[c:21]2[cH:22][cH:23][cH:24][n:25][c:26]2[O:27][c:28]2[cH:34][cH:33][c:31]([F:32])[cH:30][cH:29]2)[cH:16][cH:17]1.[OH2:18]
OC(=O)c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1.COCCCN>>COCCCNC(=O)c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1,[OH:1][CH2:2][c:3]1[cH:11][cH:10][c:9]2[CH:8]([O:7][CH2:6][c:5]2[cH:4]1)[c:12]1[cH:13][cH:14][c:15]([F:18])[cH:16][cH:17]1.[Br:20][S:19]([Br:21])=[O:22]>>[F:18][c:15]1[cH:14][cH:13][c:12]([cH:17][cH:16]1)[CH:8]1[O:7][CH2:6][c:5]2[cH:4][c:3]([CH2:2][Br:21])[cH:11][cH:10][c:9]12
Cc1c(cnn1-c1ccc(Cl)cc1)C(=O)NC(CCCC=C)c1cccc(c1)C(F)(F)F.[O-][O+]=O>>Cc1c(cnn1-c1ccc(Cl)cc1)C(=O)NC(CCCC=O)c1cccc(c1)C(F)(F)F,[O-:1][O+:2]=[O:3].[CH3:4][c:5]1[c:6]([cH:7][n:8][n:9]1-[c:10]1[cH:11][cH:12][c:13]([Cl:14])[cH:15][cH:16]1)[C:17](=[O:18])[NH:19][CH:20]([CH2:21][CH2:22][CH2:23][CH:24]=[CH2:25])[c:26]1[cH:27][cH:28][cH:29][c:30]([cH:31]1)[C:32]([F:33])([F:34])[F:35]>>[CH3:4][c:5]1[c:6]([cH:7][n:8][n:9]1-[c:10]1[cH:16][cH:15][c:13]([Cl:14])[cH:12][cH:11]1)[C:17](=[O:18])[NH:19][CH:20]([CH2:21][CH2:22][CH2:23][CH:24]=[O:3])[c:26]1[cH:27][cH:28][cH:29][c:30]([cH:31]1)[C:32]([F:33])([F:34])[F:35].[C:25].[O:2].[O:1]
COC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1.O>>OC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1,[CH3:2][O:3][C:4](=[O:5])[CH:6]([CH2:7][S:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[NH:16][C:17](=[O:18])[CH:19]([CH2:20][CH:21]([CH2:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[C:29](=[O:30])[NH:31][c:32]1[cH:33][cH:34][cH:35][cH:36][n:37]1)[CH2:38][c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1.[OH2:1]>>[OH:1][C:4](=[O:5])[CH:6]([CH2:7][S:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[NH:16][C:17](=[O:18])[CH:19]([CH2:20][CH:21]([CH2:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[C:29](=[O:30])[NH:31][c:32]1[cH:33][cH:34][cH:35][cH:36][n:37]1)[CH2:38][c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1.[CH3:2][OH:3]
Brc1ccncc1.OB(O)c1c(F)cccc1F>>Fc1cccc(F)c1-c1ccncc1,[OH:1][B:2]([OH:3])[c:4]1[c:5]([F:6])[cH:7][cH:8][cH:9][c:10]1[F:11].[Br:12][c:13]1[cH:14][cH:15][n:16][cH:17][cH:18]1>>[F:6][c:5]1[cH:7][cH:8][cH:9][c:10]([F:11])[c:4]1-[c:13]1[cH:14][cH:15][n:16][cH:17][cH:18]1.[B:2].[Br:12].[O:3].[O:1]
BrCc1ccccc1.CCOC(=O)c1[nH]c(=O)c(CC(C)C)[n+]([O-])c1N>>CCOC(=O)c1nc(OCc2ccccc2)c(CC(C)C)[n+]([O-])c1N,[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[nH:7][c:8](=[O:9])[c:10]([CH2:11][CH:12]([CH3:13])[CH3:14])[n+:15]([O-:16])[c:17]1[NH2:18].[Br:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[n:7][c:8]([O:9][CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[c:10]([CH2:11][CH:12]([CH3:14])[CH3:13])[n+:15]([O-:16])[c:17]1[NH2:18].[Br:19]
CCc1cc(C=O)ccc1N=C1SCC2(CCCC2)N1C1CCCC1.CCOP(=O)(CC(C)=O)OCC>>CCc1cc(C=CC(C)=O)ccc1N=C1SCC2(CCCC2)N1C1CCCC1,[CH3:1][CH2:2][O:3][P:4](=[O:5])([CH2:6][C:7]([CH3:8])=[O:9])[O:10][CH2:11][CH3:12].[CH3:13][CH2:14][c:15]1[cH:16][c:17]([CH:18]=[O:19])[cH:20][cH:21][c:22]1[N:23]=[C:24]1[S:25][CH2:26][C:27]2([CH2:28][CH2:29][CH2:30][CH2:31]2)[N:32]1[CH:33]1[CH2:34][CH2:35][CH2:36][CH2:37]1>>[CH3:13][CH2:14][c:15]1[cH:16][c:17]([CH:18]=[CH:6][C:7]([CH3:8])=[O:9])[cH:20][cH:21][c:22]1[N:23]=[C:24]1[S:25][CH2:26][C:27]2([CH2:31][CH2:30][CH2:29][CH2:28]2)[N:32]1[CH:33]1[CH2:37][CH2:36][CH2:35][CH2:34]1.[C:12].[C:11].[C:1].[C:2].[O:10].[O:5].[O:3].[O:19].[P:4]
CCOC(=O)C(N)Cc1nc2ccccc2nc1CP(O)(O)=O.O>>NC(Cc1nc2ccccc2nc1CP(O)(O)=O)C(O)=O,[CH3:2][CH2:3][O:4][C:5](=[O:6])[CH:7]([NH2:8])[CH2:9][c:10]1[n:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[n:18][c:19]1[CH2:20][P:21]([OH:22])([OH:23])=[O:24].[OH2:1]>>[NH2:8][CH:7]([CH2:9][c:10]1[n:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[n:18][c:19]1[CH2:20][P:21]([OH:23])([OH:22])=[O:24])[C:5]([OH:1])=[O:6].[CH3:2][CH2:3][OH:4]
OC(=O)C1(CCCCC1)c1ccc(F)cc1.CCC(=O)Nc1cccc(c1)C1CCN(CCCN)CC1>>CCC(=O)Nc1cccc(c1)C1CCN(CCCNC(=O)C2(CCCCC2)c2ccc(F)cc2)CC1,[OH:22][C:23](=[O:24])[C:25]1([CH2:26][CH2:27][CH2:28][CH2:29][CH2:30]1)[c:31]1[cH:32][cH:33][c:34]([F:35])[cH:36][cH:37]1.[CH3:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([cH:11]1)[CH:12]1[CH2:13][CH2:14][N:15]([CH2:16][CH2:17][CH2:18][NH2:19])[CH2:20][CH2:21]1>>[CH3:1][CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][cH:9][c:10]([cH:11]1)[CH:12]1[CH2:13][CH2:14][N:15]([CH2:16][CH2:17][CH2:18][NH:19][C:23](=[O:24])[C:25]2([CH2:26][CH2:27][CH2:28][CH2:29][CH2:30]2)[c:31]2[cH:37][cH:36][c:34]([F:35])[cH:33][cH:32]2)[CH2:20][CH2:21]1.[OH2:22]
ClC(Cl)=S.Nc1cccc(F)c1>>Fc1cccc(c1)N=C=S,[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([F:7])[cH:8]1.[Cl:9][C:10]([Cl:11])=[S:12]>>[F:7][c:6]1[cH:5][cH:4][cH:3][c:2]([cH:8]1)[N:1]=[C:10]=[S:12].[Cl:11].[Cl:9]
CCCNC(=O)c1nnc2c(Br)cccc2c1N.OB(O)c1ccc2[nH]ccc2c1>>CCCNC(=O)c1nnc2c(cccc2c1N)-c1ccc2[nH]ccc2c1,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]2[nH:8][cH:9][cH:10][c:11]2[cH:12]1.[CH3:13][CH2:14][CH2:15][NH:16][C:17](=[O:18])[c:19]1[n:20][n:21][c:22]2[c:23]([Br:24])[cH:25][cH:26][cH:27][c:28]2[c:29]1[NH2:30]>>[CH3:13][CH2:14][CH2:15][NH:16][C:17](=[O:18])[c:19]1[n:20][n:21][c:22]2[c:23]([cH:25][cH:26][cH:27][c:28]2[c:29]1[NH2:30])-[c:4]1[cH:5][cH:6][c:7]2[nH:8][cH:9][cH:10][c:11]2[cH:12]1.[B:2].[Br:24].[O:3].[O:1]
CC(C)C(C(O)=O)c1ccc(OC(F)(F)F)cc1.ClS(Cl)=O>>CC(C)C(C(Cl)=O)c1ccc(OC(F)(F)F)cc1,[Cl:1][S:2]([Cl:3])=[O:4].[CH3:5][CH:6]([CH3:7])[CH:8]([C:9]([OH:10])=[O:11])[c:12]1[cH:13][cH:14][c:15]([O:16][C:17]([F:18])([F:19])[F:20])[cH:21][cH:22]1>>[CH3:7][CH:6]([CH3:5])[CH:8]([C:9]([Cl:3])=[O:11])[c:12]1[cH:22][cH:21][c:15]([O:16][C:17]([F:18])([F:19])[F:20])[cH:14][cH:13]1.[Cl:1].[O:10].[O:4].[S:2]
OB(O)c1ccc-2c(Cc3c-2cccc3F)c1F.OO>>Oc1ccc-2c(Cc3c-2cccc3F)c1F,[OH:1][OH:2].[OH:3][B:4]([OH:5])[c:6]1[cH:7][cH:8][c:9]-2[c:10]([CH2:11][c:12]3[c:13]-2[cH:14][cH:15][cH:16][c:17]3[F:18])[c:19]1[F:20]>>[OH:2][c:6]1[cH:7][cH:8][c:9]-2[c:10]([CH2:11][c:12]3[c:13]-2[cH:14][cH:15][cH:16][c:17]3[F:18])[c:19]1[F:20].[B:4].[O:5].[O:3].[O:1]
OC(=O)c1cc2c(OCc3coc4cc(F)ccc34)cccc2[nH]1.CC(CN1CCC(N)CC1)N1CCC(O)C(C)C1>>CC(CN1CCC(CC1)NC(=O)c1cc2c(OCc3coc4cc(F)ccc34)cccc2[nH]1)N1CCC(O)C(C)C1,[OH:19][C:20](=[O:21])[c:22]1[cH:23][c:24]2[c:25]([O:26][CH2:27][c:28]3[cH:29][o:30][c:31]4[cH:32][c:33]([F:34])[cH:35][cH:36][c:37]34)[cH:38][cH:39][cH:40][c:41]2[nH:42]1.[CH3:1][CH:2]([CH2:3][N:4]1[CH2:5][CH2:6][CH:7]([NH2:8])[CH2:9][CH2:10]1)[N:11]1[CH2:12][CH2:13][CH:14]([OH:15])[CH:16]([CH3:17])[CH2:18]1>>[CH3:1][CH:2]([CH2:3][N:4]1[CH2:10][CH2:9][CH:7]([CH2:6][CH2:5]1)[NH:8][C:20](=[O:21])[c:22]1[cH:23][c:24]2[c:25]([O:26][CH2:27][c:28]3[cH:29][o:30][c:31]4[cH:32][c:33]([F:34])[cH:35][cH:36][c:37]34)[cH:38][cH:39][cH:40][c:41]2[nH:42]1)[N:11]1[CH2:12][CH2:13][CH:14]([OH:15])[CH:16]([CH3:17])[CH2:18]1.[OH2:19]
NCc1ccc(Cl)cc1.Cc1ccc2c(O)c(cnc2n1)C(O)=O>>Cc1ccc2c(O)c(cnc2n1)C(=O)NCc1ccc(Cl)cc1,[CH3:10][c:11]1[cH:12][cH:13][c:14]2[c:15]([OH:16])[c:17]([cH:18][n:19][c:20]2[n:21]1)[C:22]([OH:23])=[O:24].[NH2:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1>>[CH3:10][c:11]1[cH:12][cH:13][c:14]2[c:15]([OH:16])[c:17]([cH:18][n:19][c:20]2[n:21]1)[C:22](=[O:24])[NH:1][CH2:2][c:3]1[cH:9][cH:8][c:6]([Cl:7])[cH:5][cH:4]1.[OH2:23]
CCCCCCCCCCCCCCOc1cc(ccc1OC)C(=O)OC.O>>CCCCCCCCCCCCCCOc1cc(ccc1OC)C(O)=O,[CH3:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][O:16][c:17]1[cH:18][c:19]([cH:20][cH:21][c:22]1[O:23][CH3:24])[C:25](=[O:26])[O:27][CH3:28].[OH2:1]>>[CH3:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][O:16][c:17]1[cH:18][c:19]([cH:20][cH:21][c:22]1[O:23][CH3:24])[C:25]([OH:1])=[O:26].[CH3:28][OH:27]
Cc1ccc(N)cc1.[O-][N+](=O)c1cc2C(=O)OC(=O)c2c(c1)[N+]([O-])=O>>Cc1ccc(cc1)N=C(O)c1cc(cc(c1C(O)=O)[N+]([O-])=O)[N+]([O-])=O,[CH3:1][c:2]1[cH:3][cH:4][c:5]([NH2:6])[cH:7][cH:8]1.[O-:9][N+:10](=[O:11])[c:12]1[cH:13][c:14]2[C:15](=[O:16])[O:17][C:18](=[O:19])[c:20]2[c:21]([cH:22]1)[N+:23]([O-:24])=[O:25]>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([cH:7][cH:8]1)[N:6]=[C:15]([OH:16])[c:14]1[cH:13][c:12]([cH:22][c:21]([c:20]1[C:18]([OH:17])=[O:19])[N+:23]([O-:24])=[O:25])[N+:10]([O-:9])=[O:11]
CC(C)(C)OC(=O)N1CCC(CC1)C(O)=O.Nc1ccc(I)cc1C(=O)Nc1ccc(Cl)cn1>>CC(C)(C)OC(=O)N1CCC(CC1)C(=O)Nc1ccc(I)cc1C(=O)Nc1ccc(Cl)cn1,[CH3:19][C:20]([CH3:21])([CH3:22])[O:23][C:24](=[O:25])[N:26]1[CH2:27][CH2:28][CH:29]([CH2:30][CH2:31]1)[C:32]([OH:33])=[O:34].[NH2:1][c:2]1[cH:3][cH:4][c:5]([I:6])[cH:7][c:8]1[C:9](=[O:10])[NH:11][c:12]1[cH:13][cH:14][c:15]([Cl:16])[cH:17][n:18]1>>[CH3:22][C:20]([CH3:21])([CH3:19])[O:23][C:24](=[O:25])[N:26]1[CH2:31][CH2:30][CH:29]([CH2:28][CH2:27]1)[C:32](=[O:34])[NH:1][c:2]1[cH:3][cH:4][c:5]([I:6])[cH:7][c:8]1[C:9](=[O:10])[NH:11][c:12]1[cH:13][cH:14][c:15]([Cl:16])[cH:17][n:18]1.[OH2:33]
OC1CC2CCC(C1)N2.OC(=O)c1ccc2n(CCN=[N+]=[N-])cnc2c1>>OC1CC2CCC(C1)N2C(=O)c1ccc2n(CCN=[N+]=[N-])cnc2c1,[OH:10][C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]2[n:17]([CH2:18][CH2:19][N:20]=[N+:21]=[N-:22])[cH:23][n:24][c:25]2[cH:26]1.[OH:1][CH:2]1[CH2:3][CH:4]2[CH2:5][CH2:6][CH:7]([CH2:8]1)[NH:9]2>>[OH:1][CH:2]1[CH2:8][CH:7]2[CH2:6][CH2:5][CH:4]([CH2:3]1)[N:9]2[C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]2[n:17]([CH2:18][CH2:19][N:20]=[N+:21]=[N-:22])[cH:23][n:24][c:25]2[cH:26]1.[OH2:10]
CCOC(=O)C(=O)c1ccc(Br)s1.O>>OC(=O)C(=O)c1ccc(Br)s1,[CH3:2][CH2:3][O:4][C:5](=[O:6])[C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([Br:13])[s:14]1.[OH2:1]>>[OH:1][C:5](=[O:6])[C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]([Br:13])[s:14]1.[CH3:2][CH2:3][OH:4]
NCCCOC1CCN(Cc2ccccc2)CC1.OC(=O)C=Cc1cccnc1>>O=C(NCCCOC1CCN(Cc2ccccc2)CC1)C=Cc1cccnc1,[OH:19][C:20](=[O:21])[CH:22]=[CH:23][c:24]1[cH:25][cH:26][cH:27][n:28][cH:29]1.[NH2:1][CH2:2][CH2:3][CH2:4][O:5][CH:6]1[CH2:7][CH2:8][N:9]([CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18]1>>[O:21]=[C:20]([NH:1][CH2:2][CH2:3][CH2:4][O:5][CH:6]1[CH2:7][CH2:8][N:9]([CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18]1)[CH:22]=[CH:23][c:24]1[cH:25][cH:26][cH:27][n:28][cH:29]1.[OH2:19]
OC(=O)c1cc2cc(Cl)ccc2o1.ClS(Cl)=O>>ClC(=O)c1cc2cc(Cl)ccc2o1,[Cl:1][S:2]([Cl:3])=[O:4].[OH:5][C:6](=[O:7])[c:8]1[cH:9][c:10]2[cH:11][c:12]([Cl:13])[cH:14][cH:15][c:16]2[o:17]1>>[Cl:3][C:6](=[O:7])[c:8]1[cH:9][c:10]2[cH:11][c:12]([Cl:13])[cH:14][cH:15][c:16]2[o:17]1.[Cl:1].[O:5].[O:4].[S:2]
